,person,id,time
41,00b3c376db2a4115af3aef34a02f61d6,ae264e3637204a6fb9bb56bc8210ddfd,10.5
42,00b3c376db2a4115af3aef34a02f61d6,4d5c57ea9a6940dd891ad53e9dbe8da0,24.25
43,00bbce6533f44ddeaf4dd32bcab55441,2906b810c7d4411798c6938adc9daaa5,19.5
44,00bbce6533f44ddeaf4dd32bcab55441,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0
45,00bbce6533f44ddeaf4dd32bcab55441,fafdcd668e3743c1bb461111dcafc2a4,25.0
46,00bc42a62f884b41a13cc595856cf7c3,2906b810c7d4411798c6938adc9daaa5,0.75
47,00bc42a62f884b41a13cc595856cf7c3,ae264e3637204a6fb9bb56bc8210ddfd,16.25
48,00bc42a62f884b41a13cc595856cf7c3,2298d6c36e964ae4a3e7e9706d1fb8c2,20.25
49,00bc42a62f884b41a13cc595856cf7c3,fafdcd668e3743c1bb461111dcafc2a4,25.75
50,00bc983061d3471e8c8e74d31b7c8b6f,ae264e3637204a6fb9bb56bc8210ddfd,11.75
51,00c20a9202d5475190b31a24de6fb06d,f19421c1d4aa40978ebb69ca19b0e20d,2.25
52,00c20a9202d5475190b31a24de6fb06d,2298d6c36e964ae4a3e7e9706d1fb8c2,14.5
53,00c20a9202d5475190b31a24de6fb06d,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.75
54,00c20a9202d5475190b31a24de6fb06d,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0
55,00c2f812f4604c8893152a5c6572030e,fafdcd668e3743c1bb461111dcafc2a4,17.25
56,00c2f812f4604c8893152a5c6572030e,4d5c57ea9a6940dd891ad53e9dbe8da0,24.25
57,00c6035df45840038a72766c6d27a0db,fafdcd668e3743c1bb461111dcafc2a4,2.0
58,00c6035df45840038a72766c6d27a0db,ae264e3637204a6fb9bb56bc8210ddfd,7.5
59,00c6035df45840038a72766c6d27a0db,2298d6c36e964ae4a3e7e9706d1fb8c2,24.75
60,00c91f31f5f74e769fa7a359b63e1a9f,2298d6c36e964ae4a3e7e9706d1fb8c2,14.25
61,00c91f31f5f74e769fa7a359b63e1a9f,fafdcd668e3743c1bb461111dcafc2a4,17.0
62,00c91f31f5f74e769fa7a359b63e1a9f,2298d6c36e964ae4a3e7e9706d1fb8c2,27.75
63,00cf1bbec83f4a658f8994e556db4633,fafdcd668e3743c1bb461111dcafc2a4,23.5
64,00cf1bbec83f4a658f8994e556db4633,2906b810c7d4411798c6938adc9daaa5,23.5
65,00d6dc87be4146ceb47fcd4baaaf6477,9b98b8c7a33c4b65b9aebfe6a799e6d9,1.5
66,00d6dc87be4146ceb47fcd4baaaf6477,f19421c1d4aa40978ebb69ca19b0e20d,14.75
67,00d6dc87be4146ceb47fcd4baaaf6477,fafdcd668e3743c1bb461111dcafc2a4,21.0
68,00d6dc87be4146ceb47fcd4baaaf6477,4d5c57ea9a6940dd891ad53e9dbe8da0,26.75
69,00d791e20c564add8056498e40eb56cc,2298d6c36e964ae4a3e7e9706d1fb8c2,4.25
70,00d791e20c564add8056498e40eb56cc,f19421c1d4aa40978ebb69ca19b0e20d,17.25
71,00d791e20c564add8056498e40eb56cc,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.25
72,00d791e20c564add8056498e40eb56cc,4d5c57ea9a6940dd891ad53e9dbe8da0,24.25
73,00d7c95f793a4212af44e632fdc1e431,4d5c57ea9a6940dd891ad53e9dbe8da0,3.5
74,00d7c95f793a4212af44e632fdc1e431,9b98b8c7a33c4b65b9aebfe6a799e6d9,21.0
75,00d7c95f793a4212af44e632fdc1e431,fafdcd668e3743c1bb461111dcafc2a4,27.75
76,00d91c5919514448bc4f718e4e3f26ab,ae264e3637204a6fb9bb56bc8210ddfd,29.5
77,00e20b4ca129458aaab0f4727ef3513a,fafdcd668e3743c1bb461111dcafc2a4,17.75
78,00e20b4ca129458aaab0f4727ef3513a,fafdcd668e3743c1bb461111dcafc2a4,25.75
79,00e52682848542c3a6f59b7824e9a5c5,0b1e1539f2cc45b7b9fa7c272da2e1d7,26.0
80,00e8d701c583461e81cc10053681a12b,2298d6c36e964ae4a3e7e9706d1fb8c2,13.5
81,00e9f403afa641889cd034ee7c7ca6e9,0b1e1539f2cc45b7b9fa7c272da2e1d7,18.0
82,00e9f403afa641889cd034ee7c7ca6e9,0b1e1539f2cc45b7b9fa7c272da2e1d7,22.5
83,00e9f403afa641889cd034ee7c7ca6e9,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0
84,00ed7e22b32749cfafbfd88592d401d4,9b98b8c7a33c4b65b9aebfe6a799e6d9,8.25
85,00ed7e22b32749cfafbfd88592d401d4,fafdcd668e3743c1bb461111dcafc2a4,21.75
86,00fac72fd6ad448e8019b175267023df,ae264e3637204a6fb9bb56bc8210ddfd,0.25
87,00fac72fd6ad448e8019b175267023df,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.25
88,00fac72fd6ad448e8019b175267023df,ae264e3637204a6fb9bb56bc8210ddfd,22.75
89,00fac72fd6ad448e8019b175267023df,0b1e1539f2cc45b7b9fa7c272da2e1d7,26.75
90,00fbb9b5edb94f02afbaf1eb49bb4d7d,ae264e3637204a6fb9bb56bc8210ddfd,14.0
91,00fdd4416dec40b49180814c0a7c8d76,fafdcd668e3743c1bb461111dcafc2a4,25.0
92,0103de989e084e0fab400e80678d7591,fafdcd668e3743c1bb461111dcafc2a4,16.0
93,0103de989e084e0fab400e80678d7591,f19421c1d4aa40978ebb69ca19b0e20d,17.25
94,0103de989e084e0fab400e80678d7591,f19421c1d4aa40978ebb69ca19b0e20d,24.5
95,0106d19a26af41288035afc4b9b6c2c2,f19421c1d4aa40978ebb69ca19b0e20d,28.0
96,01162252405b4524a8fa1bf8e6d5f04b,2298d6c36e964ae4a3e7e9706d1fb8c2,0.5
97,01162252405b4524a8fa1bf8e6d5f04b,2298d6c36e964ae4a3e7e9706d1fb8c2,19.0
98,0121fe001b7a404fa9cbe486f8944baf,fafdcd668e3743c1bb461111dcafc2a4,21.5
99,0123564dbaf144a88a418c33b6350c17,fafdcd668e3743c1bb461111dcafc2a4,1.5
100,013094309e1b49e095c098df412d125d,2298d6c36e964ae4a3e7e9706d1fb8c2,4.5
101,013094309e1b49e095c098df412d125d,2906b810c7d4411798c6938adc9daaa5,13.75
102,013094309e1b49e095c098df412d125d,f19421c1d4aa40978ebb69ca19b0e20d,16.0
103,01380da907f8495496679c795867790b,4d5c57ea9a6940dd891ad53e9dbe8da0,9.0
104,01380da907f8495496679c795867790b,f19421c1d4aa40978ebb69ca19b0e20d,16.5
105,013f2c82889f4641a9b847a48861cce0,f19421c1d4aa40978ebb69ca19b0e20d,9.25
106,013f2c82889f4641a9b847a48861cce0,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0
107,013f2c82889f4641a9b847a48861cce0,f19421c1d4aa40978ebb69ca19b0e20d,22.0
108,01443a2afce54939a323c978f467c540,0b1e1539f2cc45b7b9fa7c272da2e1d7,8.75
109,01443a2afce54939a323c978f467c540,f19421c1d4aa40978ebb69ca19b0e20d,14.25
110,01443a2afce54939a323c978f467c540,9b98b8c7a33c4b65b9aebfe6a799e6d9,18.25
111,01443a2afce54939a323c978f467c540,fafdcd668e3743c1bb461111dcafc2a4,21.25
112,01443a2afce54939a323c978f467c540,ae264e3637204a6fb9bb56bc8210ddfd,25.25
113,014899c751254a62a96ce676eb11ddc2,fafdcd668e3743c1bb461111dcafc2a4,14.5
114,014899c751254a62a96ce676eb11ddc2,fafdcd668e3743c1bb461111dcafc2a4,25.75
115,0157e63b39c5456393026c6c03f3d84a,0b1e1539f2cc45b7b9fa7c272da2e1d7,9.75
116,0157e63b39c5456393026c6c03f3d84a,4d5c57ea9a6940dd891ad53e9dbe8da0,18.0
117,0157e63b39c5456393026c6c03f3d84a,f19421c1d4aa40978ebb69ca19b0e20d,21.0
118,015c3d28c67e46aa95e9ec97c27220e8,2298d6c36e964ae4a3e7e9706d1fb8c2,0.5
119,015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,7.75
120,015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,17.0
121,015c3d28c67e46aa95e9ec97c27220e8,2906b810c7d4411798c6938adc9daaa5,25.75
122,015c3d28c67e46aa95e9ec97c27220e8,ae264e3637204a6fb9bb56bc8210ddfd,25.75
123,015ef929e016415098eeae8ce59da721,2906b810c7d4411798c6938adc9daaa5,29.5
124,016086228d58476599d0b47881c25509,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.25
125,016086228d58476599d0b47881c25509,2906b810c7d4411798c6938adc9daaa5,27.0
126,01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,14.0
127,01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,17.25
128,01633b71b3a2457aa7d35d8bcc3afb5a,0b1e1539f2cc45b7b9fa7c272da2e1d7,25.0
129,01633b71b3a2457aa7d35d8bcc3afb5a,fafdcd668e3743c1bb461111dcafc2a4,25.0
130,016edb1d1d67477391c5337545a5d98a,fafdcd668e3743c1bb461111dcafc2a4,18.0
131,016edb1d1d67477391c5337545a5d98a,fafdcd668e3743c1bb461111dcafc2a4,28.25
132,017160c1cdb845d48abec3c330b4427e,ae264e3637204a6fb9bb56bc8210ddfd,23.75
133,01772eae932447f9a853461a60820dc6,f19421c1d4aa40978ebb69ca19b0e20d,17.5
134,01784d3e205548a594ba3fcdbdaaf17d,4d5c57ea9a6940dd891ad53e9dbe8da0,21.5
135,01784d3e205548a594ba3fcdbdaaf17d,ae264e3637204a6fb9bb56bc8210ddfd,21.5
136,017a93d1204f457bbe85f5e7de062b56,2906b810c7d4411798c6938adc9daaa5,19.5
137,017a93d1204f457bbe85f5e7de062b56,f19421c1d4aa40978ebb69ca19b0e20d,24.75
138,017febbe52e64ac19cf28cf0d44386e4,ae264e3637204a6fb9bb56bc8210ddfd,2.5
139,017febbe52e64ac19cf28cf0d44386e4,9b98b8c7a33c4b65b9aebfe6a799e6d9,8.5
140,017febbe52e64ac19cf28cf0d44386e4,2298d6c36e964ae4a3e7e9706d1fb8c2,21.25
141,01873cc8de734961949af7c04b2e9872,fafdcd668e3743c1bb461111dcafc2a4,16.5
142,01887dcd32b64feb807e2436548b6c87,2298d6c36e964ae4a3e7e9706d1fb8c2,23.75
143,01887dcd32b64feb807e2436548b6c87,9b98b8c7a33c4b65b9aebfe6a799e6d9,23.75
144,018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,2.75
145,018a49ffb8cf4812903e7c1f56fbb0b0,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.5
146,018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,23.25
147,018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,24.75
148,018b8f83176d471db63d9733c741fc8a,f19421c1d4aa40978ebb69ca19b0e20d,9.5
149,018b8f83176d471db63d9733c741fc8a,9b98b8c7a33c4b65b9aebfe6a799e6d9,23.0
150,01925607d99c460996c281f17cdbb9e2,f19421c1d4aa40978ebb69ca19b0e20d,14.0
151,01925607d99c460996c281f17cdbb9e2,4d5c57ea9a6940dd891ad53e9dbe8da0,21.25
152,01956670cf414b309675aa73368b94a9,4d5c57ea9a6940dd891ad53e9dbe8da0,3.0
153,01956670cf414b309675aa73368b94a9,2298d6c36e964ae4a3e7e9706d1fb8c2,11.75
154,01956670cf414b309675aa73368b94a9,2906b810c7d4411798c6938adc9daaa5,17.5
155,01956670cf414b309675aa73368b94a9,ae264e3637204a6fb9bb56bc8210ddfd,21.0
156,0199681637524988a14245632b8376af,f19421c1d4aa40978ebb69ca19b0e20d,1.0
157,0199681637524988a14245632b8376af,4d5c57ea9a6940dd891ad53e9dbe8da0,16.0
158,0199681637524988a14245632b8376af,ae264e3637204a6fb9bb56bc8210ddfd,21.5
159,019be0c6f8fd4000b1967c7308b4bdf4,fafdcd668e3743c1bb461111dcafc2a4,0.75
160,019be0c6f8fd4000b1967c7308b4bdf4,2906b810c7d4411798c6938adc9daaa5,22.75
161,019ed95d987446e3947da0246cdab831,9b98b8c7a33c4b65b9aebfe6a799e6d9,3.25
162,01a202a9021e40aeaa5451a5d134c16c,fafdcd668e3743c1bb461111dcafc2a4,5.25
163,01a5e8b57bc04e0292525f3e2817fa17,2298d6c36e964ae4a3e7e9706d1fb8c2,3.75
164,01ab25c31f034f85bc4ac9d286fb7a76,fafdcd668e3743c1bb461111dcafc2a4,12.5
165,01ab25c31f034f85bc4ac9d286fb7a76,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.75
166,01ab25c31f034f85bc4ac9d286fb7a76,ae264e3637204a6fb9bb56bc8210ddfd,22.75
167,01ab25c31f034f85bc4ac9d286fb7a76,9b98b8c7a33c4b65b9aebfe6a799e6d9,25.25
168,01ac633821f0498893320b41b5b22dfc,ae264e3637204a6fb9bb56bc8210ddfd,0.5
169,01ac633821f0498893320b41b5b22dfc,9b98b8c7a33c4b65b9aebfe6a799e6d9,8.5
170,01ac633821f0498893320b41b5b22dfc,fafdcd668e3743c1bb461111dcafc2a4,22.0
171,01ac633821f0498893320b41b5b22dfc,ae264e3637204a6fb9bb56bc8210ddfd,24.75
172,01b6d7e8f0884deb936a8a7f15dba895,4d5c57ea9a6940dd891ad53e9dbe8da0,0.25
173,01b6d7e8f0884deb936a8a7f15dba895,2906b810c7d4411798c6938adc9daaa5,23.25
174,01b6d7e8f0884deb936a8a7f15dba895,fafdcd668e3743c1bb461111dcafc2a4,23.25
175,01b6d7e8f0884deb936a8a7f15dba895,2906b810c7d4411798c6938adc9daaa5,24.25
176,01de69b5edab4b89859ea8a7214ba35a,2298d6c36e964ae4a3e7e9706d1fb8c2,4.5
177,01de69b5edab4b89859ea8a7214ba35a,2298d6c36e964ae4a3e7e9706d1fb8c2,15.0
178,01e09d713abe4a36a70a33fe4b40534e,4d5c57ea9a6940dd891ad53e9dbe8da0,17.75
179,01e57718fc6b49b2875a9c02b32905b1,fafdcd668e3743c1bb461111dcafc2a4,25.25
180,01e8739670a042b3877f8e843bdf55a7,fafdcd668e3743c1bb461111dcafc2a4,7.75
181,01e8739670a042b3877f8e843bdf55a7,fafdcd668e3743c1bb461111dcafc2a4,25.5
182,01e91c5bc14148b2a4de0ce819e4c500,f19421c1d4aa40978ebb69ca19b0e20d,17.75
183,01ef4c6618b64334a15914ff9963eaac,2298d6c36e964ae4a3e7e9706d1fb8c2,16.0
184,01f33ff554d0443a9841adfd66d253f6,2906b810c7d4411798c6938adc9daaa5,15.75
185,01f46a5191424005af436cdf48a5da7c,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.5
186,01f46a5191424005af436cdf48a5da7c,ae264e3637204a6fb9bb56bc8210ddfd,16.0
187,01f663b988964a4caca8b19abecb551d,fafdcd668e3743c1bb461111dcafc2a4,14.0
188,01ff6c5d8d014dbd8c120e2b43a065ea,9b98b8c7a33c4b65b9aebfe6a799e6d9,18.5
189,01ff6c5d8d014dbd8c120e2b43a065ea,9b98b8c7a33c4b65b9aebfe6a799e6d9,18.5
190,01ff6c5d8d014dbd8c120e2b43a065ea,f19421c1d4aa40978ebb69ca19b0e20d,25.25
191,0200f61c69da4c2ea078842cdaf234e6,4d5c57ea9a6940dd891ad53e9dbe8da0,3.75
192,0200f61c69da4c2ea078842cdaf234e6,2298d6c36e964ae4a3e7e9706d1fb8c2,9.5
193,0200f61c69da4c2ea078842cdaf234e6,2906b810c7d4411798c6938adc9daaa5,18.75
194,0200f61c69da4c2ea078842cdaf234e6,2906b810c7d4411798c6938adc9daaa5,18.75
195,0200f61c69da4c2ea078842cdaf234e6,2906b810c7d4411798c6938adc9daaa5,28.5
196,020354b1aea342cbaa018993f68fba68,2298d6c36e964ae4a3e7e9706d1fb8c2,27.75
197,0206e1388c34454caba2b7fce3123943,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0
198,0206e1388c34454caba2b7fce3123943,f19421c1d4aa40978ebb69ca19b0e20d,17.25
199,020be6e9805649858595dfbaab15ccd7,2298d6c36e964ae4a3e7e9706d1fb8c2,23.75
200,020cd0f8047142e18a754303f9337d53,fafdcd668e3743c1bb461111dcafc2a4,0.0
201,020cd0f8047142e18a754303f9337d53,9b98b8c7a33c4b65b9aebfe6a799e6d9,8.0
202,020cd0f8047142e18a754303f9337d53,f19421c1d4aa40978ebb69ca19b0e20d,17.25
203,020cd0f8047142e18a754303f9337d53,2906b810c7d4411798c6938adc9daaa5,25.0
204,020d72e77c704c42bb0a858c1aaa3bcd,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0
205,020d72e77c704c42bb0a858c1aaa3bcd,f19421c1d4aa40978ebb69ca19b0e20d,21.75
206,020d72e77c704c42bb0a858c1aaa3bcd,0b1e1539f2cc45b7b9fa7c272da2e1d7,22.0
207,0215efe5136d4a038cb81eae92d59368,fafdcd668e3743c1bb461111dcafc2a4,0.25
208,0215efe5136d4a038cb81eae92d59368,0b1e1539f2cc45b7b9fa7c272da2e1d7,22.25
209,0215efe5136d4a038cb81eae92d59368,f19421c1d4aa40978ebb69ca19b0e20d,22.25
210,0215efe5136d4a038cb81eae92d59368,2298d6c36e964ae4a3e7e9706d1fb8c2,25.75
211,021616b8deea46438e3badc7fca5894d,4d5c57ea9a6940dd891ad53e9dbe8da0,4.0
212,021616b8deea46438e3badc7fca5894d,fafdcd668e3743c1bb461111dcafc2a4,9.75
213,021616b8deea46438e3badc7fca5894d,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0
214,0217c4393fd54e74a523b63c0fcc3da5,f19421c1d4aa40978ebb69ca19b0e20d,17.75
215,0217c4393fd54e74a523b63c0fcc3da5,4d5c57ea9a6940dd891ad53e9dbe8da0,21.5
216,0218964095c94da0bfac44cf40c9343f,fafdcd668e3743c1bb461111dcafc2a4,14.75
217,021adce38ab34ede96422ae107643fd5,2906b810c7d4411798c6938adc9daaa5,7.25
218,021adce38ab34ede96422ae107643fd5,2906b810c7d4411798c6938adc9daaa5,24.0
219,021adce38ab34ede96422ae107643fd5,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0
220,021c1940868647efbcb40ccdb942813b,9b98b8c7a33c4b65b9aebfe6a799e6d9,3.5
221,021c1940868647efbcb40ccdb942813b,fafdcd668e3743c1bb461111dcafc2a4,15.25
222,021c1940868647efbcb40ccdb942813b,f19421c1d4aa40978ebb69ca19b0e20d,15.25
223,021c1940868647efbcb40ccdb942813b,f19421c1d4aa40978ebb69ca19b0e20d,26.0
224,021c1940868647efbcb40ccdb942813b,ae264e3637204a6fb9bb56bc8210ddfd,26.0
225,0222d267445f4f078bc325224e471766,fafdcd668e3743c1bb461111dcafc2a4,29.75
226,0225045e245f4b7289cc55c0b5870ae2,fafdcd668e3743c1bb461111dcafc2a4,24.5
227,0225045e245f4b7289cc55c0b5870ae2,ae264e3637204a6fb9bb56bc8210ddfd,24.5
228,022f5553a0704b53ba26f2d23cb1234d,fafdcd668e3743c1bb461111dcafc2a4,7.25
229,022f5553a0704b53ba26f2d23cb1234d,fafdcd668e3743c1bb461111dcafc2a4,18.5
230,022f5553a0704b53ba26f2d23cb1234d,f19421c1d4aa40978ebb69ca19b0e20d,25.5
231,0231c913a51e420783be6bdeb75aa842,2298d6c36e964ae4a3e7e9706d1fb8c2,6.0
232,0231c913a51e420783be6bdeb75aa842,f19421c1d4aa40978ebb69ca19b0e20d,22.0
233,0231c913a51e420783be6bdeb75aa842,2298d6c36e964ae4a3e7e9706d1fb8c2,25.5
234,023411b8a45a4715979dae6cec425a8b,2298d6c36e964ae4a3e7e9706d1fb8c2,20.75
235,023a42cf62f742b795a975d56955e220,fafdcd668e3743c1bb461111dcafc2a4,4.0
236,023a42cf62f742b795a975d56955e220,2298d6c36e964ae4a3e7e9706d1fb8c2,29.75
237,024218e67fa549a4a0a99b32b7b6fbf9,2298d6c36e964ae4a3e7e9706d1fb8c2,10.25
238,024218e67fa549a4a0a99b32b7b6fbf9,ae264e3637204a6fb9bb56bc8210ddfd,14.5
239,024218e67fa549a4a0a99b32b7b6fbf9,4d5c57ea9a6940dd891ad53e9dbe8da0,18.0
240,024218e67fa549a4a0a99b32b7b6fbf9,2298d6c36e964ae4a3e7e9706d1fb8c2,25.25
241,0246e7cc7a3d4a98a940cb13776b5b55,fafdcd668e3743c1bb461111dcafc2a4,24.25
242,0246e7cc7a3d4a98a940cb13776b5b55,fafdcd668e3743c1bb461111dcafc2a4,24.25
243,0246f8fdf0b64014a98822b70231c58d,9b98b8c7a33c4b65b9aebfe6a799e6d9,18.75
244,0246f8fdf0b64014a98822b70231c58d,9b98b8c7a33c4b65b9aebfe6a799e6d9,18.75
245,0251876076024444864473545adce065,9b98b8c7a33c4b65b9aebfe6a799e6d9,3.75
246,0251876076024444864473545adce065,2298d6c36e964ae4a3e7e9706d1fb8c2,12.75
247,027561a162a54d86b6d45af5071c4d27,9b98b8c7a33c4b65b9aebfe6a799e6d9,19.75
248,027596e6ed19471392923eb833b25fd3,fafdcd668e3743c1bb461111dcafc2a4,25.25
249,0276c9a3092d4f79a29d61a1462f9b4d,2906b810c7d4411798c6938adc9daaa5,1.25
250,0276c9a3092d4f79a29d61a1462f9b4d,2298d6c36e964ae4a3e7e9706d1fb8c2,7.25
251,0276c9a3092d4f79a29d61a1462f9b4d,2906b810c7d4411798c6938adc9daaa5,22.25
252,0276c9a3092d4f79a29d61a1462f9b4d,fafdcd668e3743c1bb461111dcafc2a4,24.0
253,027c18923c0146e58ccd615f6a62d82f,2906b810c7d4411798c6938adc9daaa5,9.5
254,028a12f0ee584455850300886174f3d7,2906b810c7d4411798c6938adc9daaa5,1.5
255,028c88a958e54c36a31c4800fd6e887b,2298d6c36e964ae4a3e7e9706d1fb8c2,7.5
256,028c88a958e54c36a31c4800fd6e887b,2298d6c36e964ae4a3e7e9706d1fb8c2,20.0
257,028c88a958e54c36a31c4800fd6e887b,9b98b8c7a33c4b65b9aebfe6a799e6d9,23.25
258,0295719cd357460cbab54f2392b01d19,2298d6c36e964ae4a3e7e9706d1fb8c2,23.25
259,02a00d256444415da8460cd2a3457ea7,2906b810c7d4411798c6938adc9daaa5,14.0
260,02a3aa431c1047be8eafec3dcd6b5fd0,0b1e1539f2cc45b7b9fa7c272da2e1d7,6.0
261,02a3aa431c1047be8eafec3dcd6b5fd0,9b98b8c7a33c4b65b9aebfe6a799e6d9,8.0
262,02a3aa431c1047be8eafec3dcd6b5fd0,4d5c57ea9a6940dd891ad53e9dbe8da0,14.75
263,02a3aa431c1047be8eafec3dcd6b5fd0,ae264e3637204a6fb9bb56bc8210ddfd,26.0
264,02a458e1233342b79caff81edbcc30a9,4d5c57ea9a6940dd891ad53e9dbe8da0,7.75
265,02a458e1233342b79caff81edbcc30a9,2298d6c36e964ae4a3e7e9706d1fb8c2,25.75
266,02a458e1233342b79caff81edbcc30a9,f19421c1d4aa40978ebb69ca19b0e20d,25.75
267,02abd909ebc94aca8766f3f0ee39db80,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0
268,02abd909ebc94aca8766f3f0ee39db80,fafdcd668e3743c1bb461111dcafc2a4,17.0
269,02abd909ebc94aca8766f3f0ee39db80,ae264e3637204a6fb9bb56bc8210ddfd,22.75
