,index,receive,rec_bogo,rec_discount,rec_informational,comp,view_comp,noview_comp,bogo,discount,informational,ae264e3637204a6fb9bb56bc8210ddfd,4d5c57ea9a6940dd891ad53e9dbe8da0,3f207df678b143eea3cee63160fa8bed,9b98b8c7a33c4b65b9aebfe6a799e6d9,0b1e1539f2cc45b7b9fa7c272da2e1d7,2298d6c36e964ae4a3e7e9706d1fb8c2,fafdcd668e3743c1bb461111dcafc2a4,5a8bc65990b245e5a138643cd4eb9837,f19421c1d4aa40978ebb69ca19b0e20d,2906b810c7d4411798c6938adc9daaa5
74,015c3d28c67e46aa95e9ec97c27220e8,5,1,4,0,5,5,0,1,4,0,1,0,0,0,0,1,2,0,0,1
75,015ef929e016415098eeae8ce59da721,5,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
76,015fb0b3fbaa4aceb910fbdf272f7547,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,016086228d58476599d0b47881c25509,4,1,2,1,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1
78,01613170f679422a8acfa96f0f19fdf2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,01633b71b3a2457aa7d35d8bcc3afb5a,4,2,2,0,4,4,0,2,2,0,2,0,0,0,1,0,1,0,0,0
80,016871ea865d4338975026ae08d221d0,6,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,016b37032984457fb33ba2767fcc8c9f,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,016edb1d1d67477391c5337545a5d98a,6,0,3,3,3,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0
83,017160c1cdb845d48abec3c330b4427e,4,1,2,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0
84,01772eae932447f9a853461a60820dc6,4,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
85,01784d3e205548a594ba3fcdbdaaf17d,4,2,1,1,3,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0
86,017a93d1204f457bbe85f5e7de062b56,5,1,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1
87,017febbe52e64ac19cf28cf0d44386e4,6,2,2,2,3,3,0,2,1,0,1,0,0,1,0,1,0,0,0,0
88,01873cc8de734961949af7c04b2e9872,5,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
89,01887dcd32b64feb807e2436548b6c87,6,2,1,3,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
90,018a49ffb8cf4812903e7c1f56fbb0b0,5,4,0,1,4,4,0,4,0,0,0,0,0,1,0,0,0,0,3,0
91,018b8f83176d471db63d9733c741fc8a,2,2,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0
92,01925607d99c460996c281f17cdbb9e2,4,4,0,0,3,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0
93,0193c118afe84208b33ffeb1dcb277d8,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,01956670cf414b309675aa73368b94a9,5,2,3,0,5,4,1,2,2,0,1,1,0,0,0,1,0,0,0,1
95,0196d2062b8d4d019b8d96292266e8a4,4,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0199681637524988a14245632b8376af,4,3,1,0,4,3,1,3,0,0,1,1,0,0,0,0,0,0,1,0
97,019be0c6f8fd4000b1967c7308b4bdf4,5,3,2,0,3,2,1,0,2,0,0,0,0,0,0,0,1,0,0,1
98,019cc78d8fed432ca6df71c132c72a99,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,019ed95d987446e3947da0246cdab831,3,1,2,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
100,01a202a9021e40aeaa5451a5d134c16c,4,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
101,01a5e8b57bc04e0292525f3e2817fa17,3,2,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
102,01ab25c31f034f85bc4ac9d286fb7a76,4,3,1,0,4,4,0,3,1,0,1,0,0,2,0,0,1,0,0,0
103,01ac633821f0498893320b41b5b22dfc,6,3,2,1,5,4,1,3,1,0,2,0,0,1,0,0,1,0,0,0
104,01b6d7e8f0884deb936a8a7f15dba895,5,1,4,0,4,4,0,1,3,0,0,1,0,0,0,0,1,0,0,2
105,01d26f638c274aa0b965d24cefe3183f,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,01d7da27b8934ba1b3602a0153e4415f,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,01de69b5edab4b89859ea8a7214ba35a,4,0,2,2,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0
108,01e09d713abe4a36a70a33fe4b40534e,4,1,2,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
109,01e57718fc6b49b2875a9c02b32905b1,4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
110,01e8739670a042b3877f8e843bdf55a7,5,1,2,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0
111,01e91c5bc14148b2a4de0ce819e4c500,6,1,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
112,01e97a4633bf4963838a4aa9ed1dce3e,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,01ef4c6618b64334a15914ff9963eaac,4,0,3,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
114,01f33ff554d0443a9841adfd66d253f6,4,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
115,01f46a5191424005af436cdf48a5da7c,2,2,0,0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0
116,01f663b988964a4caca8b19abecb551d,4,0,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
117,01fe5ec668f241608eb2f7ec374cb1b7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,01ff6c5d8d014dbd8c120e2b43a065ea,6,4,1,1,4,3,1,3,0,0,0,0,0,2,0,0,0,0,1,0
119,0200f61c69da4c2ea078842cdaf234e6,6,1,5,0,6,5,1,1,4,0,0,1,0,0,0,1,0,0,0,3
120,020354b1aea342cbaa018993f68fba68,5,0,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
121,0206e1388c34454caba2b7fce3123943,4,2,0,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0
122,020be6e9805649858595dfbaab15ccd7,6,3,2,1,3,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
123,020be8b0fafa446ebcce6449b20bc92c,5,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,020c2d7b3d1b4d24b9502626b2d7ef46,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,020cd0f8047142e18a754303f9337d53,5,2,2,1,4,4,0,2,2,0,0,0,0,1,0,0,1,0,1,1
126,020d3a52b9ce432ea5f98fc58e9bfcc4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,020d72e77c704c42bb0a858c1aaa3bcd,5,2,1,2,3,3,0,2,1,0,0,1,0,0,1,0,0,0,1,0
128,0215efe5136d4a038cb81eae92d59368,5,1,3,1,4,4,0,1,3,0,0,0,0,0,1,1,1,0,1,0
129,021616b8deea46438e3badc7fca5894d,3,1,2,0,3,3,0,1,2,0,0,1,0,0,0,1,1,0,0,0
130,0217c4393fd54e74a523b63c0fcc3da5,4,3,1,0,4,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0
131,0218964095c94da0bfac44cf40c9343f,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
132,021adce38ab34ede96422ae107643fd5,6,0,4,2,3,3,0,0,3,0,0,0,0,0,0,1,0,0,0,2
133,021c1940868647efbcb40ccdb942813b,6,4,2,0,5,5,0,4,1,0,1,0,0,1,0,0,1,0,2,0
134,0222d267445f4f078bc325224e471766,4,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
135,0223ed57fef54575ac0b256937dc68fa,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0225045e245f4b7289cc55c0b5870ae2,5,3,1,1,3,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0
137,022f5553a0704b53ba26f2d23cb1234d,5,1,4,0,5,3,2,1,2,0,0,0,0,0,0,0,2,0,1,0
138,0231c913a51e420783be6bdeb75aa842,5,2,2,1,3,3,0,1,2,0,0,0,0,0,0,2,0,0,1,0
139,023411b8a45a4715979dae6cec425a8b,6,1,1,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
140,023a42cf62f742b795a975d56955e220,4,0,3,1,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
141,023fd15e56184ec19e23ed5a31c87543,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,024218e67fa549a4a0a99b32b7b6fbf9,4,2,2,0,4,4,0,2,2,0,1,1,0,0,0,2,0,0,0,0
143,0246e7cc7a3d4a98a940cb13776b5b55,5,0,3,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0
144,0246f8fdf0b64014a98822b70231c58d,6,2,2,2,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0
145,0247953d899b4a99acab74fa0a807c0f,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0251876076024444864473545adce065,4,2,2,0,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
147,0252aa6f0dee4585ba886945c60f48f5,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,02557fafcf334c30a22c312c5647f71a,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,026876bc8c6a4e0c8e330342c92cc844,5,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,027561a162a54d86b6d45af5071c4d27,6,3,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
151,027596e6ed19471392923eb833b25fd3,4,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
152,02765747959045a0a7c452888b2f31eb,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0276c9a3092d4f79a29d61a1462f9b4d,4,0,4,0,4,4,0,0,4,0,0,0,0,0,0,1,1,0,0,2
154,027c18923c0146e58ccd615f6a62d82f,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
155,02865fee714e466e99f9bb7a7203887b,5,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,028a12f0ee584455850300886174f3d7,4,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
157,028c88a958e54c36a31c4800fd6e887b,5,1,4,0,5,3,2,1,2,0,0,0,0,1,0,2,0,0,0,0
158,0295719cd357460cbab54f2392b01d19,5,2,3,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
159,029e063479234fb1b6c8727c3d45de62,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,02a00d256444415da8460cd2a3457ea7,3,1,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
161,02a3aa431c1047be8eafec3dcd6b5fd0,4,3,1,0,4,4,0,3,1,0,1,1,0,1,1,0,0,0,0,0
162,02a458e1233342b79caff81edbcc30a9,6,3,3,0,3,3,0,2,1,0,0,1,0,0,0,1,0,0,1,0
163,02abd909ebc94aca8766f3f0ee39db80,4,2,1,1,3,3,0,2,1,0,1,0,0,1,0,0,1,0,0,0
164,02b148f44eee4b9ca7487371472a6781,5,1,3,1,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
165,02b5aa5725f94bcb94ca58208015b7bc,4,1,3,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
166,02b6895b3cab4f79a116bddc1c70b5c3,3,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
167,02b7a80a321c4b078af92d494cc0f012,4,2,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
168,02ba8c272f284139abef53e0290bfb67,4,1,2,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0
169,02c083884c7d45b39cc68e1314fec56c,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,02c6daf74a49491ca397f105ef944784,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
171,02c89861ce2c4010bf4ed63f6f6d5df3,5,1,4,0,5,5,0,1,4,0,0,0,0,1,2,0,1,0,0,1
172,02c8c9806a8c44f792a218fb2e8756b3,5,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,02d206df55d54efda515783e1c525e8d,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,02d2c404f19440ff9038c0d60a695cbd,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,02db8af535e54416a01aff51836d166f,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,02dd040b77914163b1fd02efc3976d55,5,3,2,0,5,5,0,3,2,0,0,0,0,1,0,0,1,0,2,1
177,02e2211319524b9e8bd09794d00d8513,4,2,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
178,02e4c9dff62e4857a429a4be3ba73ed0,6,2,3,1,3,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0
179,02e5396559f94469b6d03e40d85830c7,5,2,0,3,2,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0
180,02e6dbe7c694441a88f9160b6b0e1a35,3,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
181,02e6dd10b22c43fcb5a2dfc0038dac22,3,1,2,0,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
182,02eba2268a3640bb8e85880e12617c5f,5,2,2,1,3,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0
183,02efe2a67be247a686f79ba1cbce42f1,4,2,1,1,3,3,0,2,1,0,0,0,0,1,0,0,0,0,1,1
184,02efe413dd194069ab58abde38ab5e02,3,2,1,0,3,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0
185,02f446e152254ab7b01e29698932dd01,4,1,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
186,02f638a6c98241c98b24a06ca489aac0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,02f77bb76ed14d28a05e23b3e00aeb9b,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,03019e49a5164723ae527bbd6949e0c1,4,2,1,1,3,3,0,2,1,0,0,0,0,2,0,0,1,0,0,0
189,0305b52a24744a9bb660bffc6b39e884,6,1,2,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
190,030c30c1955f4a17be09b692caf5ec5f,5,2,2,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0
191,03118ab70a404fada1a433cd6abaa491,4,1,1,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1
192,031387fa9cfd47e88f4e4b4b4cb71925,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,03257d4fcb6641aebaa46d5605d205ca,5,1,2,2,3,3,0,1,2,0,0,0,0,0,0,0,1,0,1,1
194,032aaa79b15e4103a9e91a786d416734,5,1,4,0,3,3,0,0,3,0,0,0,0,0,1,0,2,0,0,0
195,0335d274249f4eb6b3c51527f02a3216,6,4,2,0,6,6,0,4,2,0,0,3,0,0,0,0,2,0,1,0
196,03361f5f681e46ad97796d52caf9afa2,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
197,03374e3f14564b36a7138154ed8c194a,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,033bf5269a494dd787e5e9f4a45b843c,5,1,3,1,3,3,0,0,3,0,0,0,0,0,0,1,1,0,0,1
199,033d0a511a5c452ea2be37a23f8c6dcb,3,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
200,033f0ee2250e475b87f70115e7895957,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
201,033fed8bb1504885b866429db25543a0,5,2,1,2,3,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0
202,0340f0361285411ab60a24823b020112,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0342c7c449a84440b3f7a80ad095761a,4,2,1,1,3,3,0,2,1,0,1,1,0,0,0,0,1,0,0,0
204,0345b2da6507473ca4400ed84dc6725a,4,1,2,1,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0
205,034946bd82b34a219b556a47f1200828,4,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
206,034b962ed61d4da1bb0baaec84cc2e85,5,3,1,1,4,4,0,3,1,0,3,0,0,0,0,0,1,0,0,0
207,034ce97360c6485ab990d903343f9f08,5,1,4,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0
208,034dcdec0a0547a19d77dcf2bc8ecc48,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,03533ca5a4244ca3ac48b9c8ccba8332,4,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
210,0355c6a5fdbc429ea5b05e8a9ecd2eae,5,2,2,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1
211,03566626393f43a88c55de21c61761d0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
